,text,labels,predictions
1530,@A M You're so right! Journalists always strive for dirty laundry or hot news,Non_hope_speech,Non_hope_speech
1531,Maybe only one side of ur brain is working if u have alredy forgotten,Non_hope_speech,Non_hope_speech
1532,cher disowned her child for a while when she became trans.,Non_hope_speech,Non_hope_speech
1533,I love everything about you,Non_hope_speech,Non_hope_speech
1534,I liked all 8 videos of yours I've seen so far,Non_hope_speech,Non_hope_speech
1535,Incompetence is not racism.,Non_hope_speech,Non_hope_speech
1536,Karl Dilkington they have already torn down a statue of some days gone by racist police chief . Happened a few days ago  and rightly so . Protesters here have taken a cue from them,Non_hope_speech,Non_hope_speech
1537,@Splash 29 So those lives taken by drugs and other crimes don't matter?,Non_hope_speech,Non_hope_speech
1538,He prob got fed the questions.... this is pre approved to make Madonna look good....0,Non_hope_speech,Non_hope_speech
1539,Because the people who say it don't actually mean it. They just want BLM to shut up.,Non_hope_speech,Non_hope_speech
1540,@TheScottRL black on black Daily murders don't matter to BLMnBut they will pounce Violently when a white cop kills one black person nHypocrites.nGod Will Judge BLM.nTo God,Non_hope_speech,Non_hope_speech
1541,I’m Christian and what the hell are wrong with other Christians giving bad name for other Christians,Non_hope_speech,Non_hope_speech
1542,@DM GR  This is what happens when people such as yourself,Non_hope_speech,Non_hope_speech
1543,Yael Benko it’s not about political correctness. All I’m saying is you can’t look a sexuality and I hope that from this you’ve learned that it’s not cool to assume things about people before you know them because you could be wrong. That’s all.,Non_hope_speech,Non_hope_speech
1544,@J Brown because the way it's being displayed is telling us that only black lives matter. They are trying to make it about themselves and hate it when anybody else even exists. All lives matter,Hope_speech,Hope_speech
1545,You can be assured she has no affiliation with angels only demons through her immoral lifestyle ....get real,Non_hope_speech,Non_hope_speech
1546,@Ben Tube Nope I'm not. Why do kids need to know what gender he wants to have sexual intercourse with. Why is it so important that children know about his sexual life? It's perverted and disgusting!,Non_hope_speech,Non_hope_speech
1547,Please enlighten me on how exactly this is child abuse,Non_hope_speech,Non_hope_speech
1548,In India women engineer is very common like 35+%. I did computer engineering and topper of my class is a girl.nMy interest is mechanical engineering but I chose computer because it has more money and opportunity but I don't love coding. So choose carefully whether it's computer engg. Or mechanical engineering.,Hope_speech,Hope_speech
1550,The undead Skeleton it’s likely,Non_hope_speech,Non_hope_speech
1552,I commend what the sheriff is saying. I am a convicted felon and yes I even see the issues that face the nation. Everyone needs to put all the bs aside and stand up as Americans and tell these politicians that we will not take it anymore. Take a moment to read The Declaration of Independence. We have a moral responsibility to rebel if the government does not have our best interests in mind.,Non_hope_speech,Non_hope_speech
1553,craig barwick awww that’s cute x,Non_hope_speech,Non_hope_speech
1554,Most statues in the UK are of racist white people. All of them should be torn down. BLM ‍,Non_hope_speech,Non_hope_speech
1555,ʚ Aryiax ɞ an equally good reason to defund the police,Non_hope_speech,Non_hope_speech
1556,Disgusting behavior. Then they went and defaced the war memorial. Totalitarian thugs. That's all they are.,Non_hope_speech,Non_hope_speech
1557,I can’t even tell what gender they are,Non_hope_speech,Non_hope_speech
1558,Is the earth flat? Now there's an important question if you ask me,Non_hope_speech,Non_hope_speech
1559,@Alysa Rice two,Non_hope_speech,Non_hope_speech
1560,Tony M. Amen sister,Non_hope_speech,Non_hope_speech
1561,All lives matter is like you having a funeral for your child and everyone grieving. But then I come in there and start bragging about my child. All children matter tho right?,Non_hope_speech,Non_hope_speech
1562,@Dave Raymond I guess that why they assassinated all the black leaders,Non_hope_speech,Non_hope_speech
1563,J that’s not what that means 🤦‍,Non_hope_speech,Non_hope_speech
1564,@CaptinOD yup probably more peaceful protests then violent ones. But guess which one they show on the news. Trump is kinda right when he speaks of fake news. It should be more like cherry picked bad news. In combination with the anonymously and unknown (probably never went to blm protest),Non_hope_speech,Non_hope_speech
1565,If you get mad at someone for saying all lives matter then you’re a racist idgaf. All lives matter includes black lives as well,Non_hope_speech,Non_hope_speech
1566,Sigh... people really are bored aren’t they.,Non_hope_speech,Non_hope_speech
1567,My sister oh wow!,Non_hope_speech,Non_hope_speech
1568,They spread lies,Non_hope_speech,Non_hope_speech
1569,Michele Ellis & his name is Jared.,Non_hope_speech,Non_hope_speech
1570,Youngsoo Lee and now the blue whale challenge is back smh,Non_hope_speech,Non_hope_speech
1571,@Ironic Kid but Corona will kill 1000 times more,Non_hope_speech,Non_hope_speech
1572,Technically no lives matter. The Universe is such a vast place and we are but a mere speck inside of this gargantuan,Non_hope_speech,Non_hope_speech
1573,i came out as bisexual yesterday and now all my girl friends don’t wanna talk to be cuz they’re afraid that i‘m falling in love w them,Hope_speech,Hope_speech
1574,BOSS NASS wasn’t,Non_hope_speech,Non_hope_speech
1575,Williams doesn't want to get off the plantation,Non_hope_speech,Non_hope_speech
1576,Liberals are the most racist,Non_hope_speech,Non_hope_speech
1577,I love his voice,Non_hope_speech,Non_hope_speech
1579,@Imperial Watch it doesn't undermine anything. That is the point. That is what the banner should be going forward as it is not divisive. nWhite Lives Matter would be divisive but All Lives Matter isnt.,Non_hope_speech,Non_hope_speech
1580,let's talk about harry potter sis spilled the tea,Non_hope_speech,Non_hope_speech
1581,@Вадим Жемило The wave won't be high because they were wearing masks,Non_hope_speech,Non_hope_speech
1582,incorrect information. BLM are not terrorists. ridiculous comment,Non_hope_speech,Non_hope_speech
1583,Yes please get them out.,Non_hope_speech,Non_hope_speech
1584,It is not that girls lack competence in STEM,Hope_speech,Hope_speech
1585,It's a year everybody wants to forget,Non_hope_speech,Non_hope_speech
1587,wow women are treated different from men?! it's almost as if they've been asking for special treatment and recognition,Non_hope_speech,Non_hope_speech
1588,@Ross g that forced emoji is very cringe,Non_hope_speech,Non_hope_speech
1590,+T. van rossum lol what are you? An idiot? What's you're point with this comment?,Non_hope_speech,Non_hope_speech
1591,Some One YESSSSSSS! I lowkey thought she was cute.,Non_hope_speech,Non_hope_speech
1592,Yeah put black in front of every thing so they won’t get offended.,Non_hope_speech,Non_hope_speech
1593,@Northern Dirt Ah Canada. USA light (if you get the reference),Non_hope_speech,Non_hope_speech
1594,Many Indians are killed due to hate crimes and discrimination nWho come to Western countries for education,Non_hope_speech,Non_hope_speech
1595,Get off their kneesn4 years ago,Non_hope_speech,Non_hope_speech
1596,@o_o ox - I have yet to find a reliable study providing a reason for homosexuality in evolution. I have looked it up,Non_hope_speech,Non_hope_speech
1597,Well howdy fellow Ace/homoromantic internet buddy,Non_hope_speech,Non_hope_speech
1598,Whoever claims first wins the race. No pun intended.,Non_hope_speech,Non_hope_speech
1599,Juan can kiss my brown A$$,Non_hope_speech,Non_hope_speech
1600,love David Clake he's a real man an alpha,Non_hope_speech,Non_hope_speech
1602,Ima bout to cry,Non_hope_speech,Non_hope_speech
1603,Nobody a Marxist stop watching fox news.,Non_hope_speech,Non_hope_speech
1604,we will forget this as soon as possible,Non_hope_speech,Non_hope_speech
1605,Gambrie Hewert I’m black and my ancestors are from the West Indies and the America’s.  history in the America’s outdates that of Egypt. My bloodline is indigenous Indians most of the Americans in America today are but believe the African American doctrine.,Non_hope_speech,Non_hope_speech
1606,Right I can't stand with double standard black people,Non_hope_speech,Non_hope_speech
1607,I love how the sheriff is calm and collected,Non_hope_speech,Non_hope_speech
1608,It's funny because undyne from undertale is lesbian ps I'm bi btw,Non_hope_speech,Non_hope_speech
1609,This was 4 years ago and still relevant to this day,Non_hope_speech,Non_hope_speech
1610,That's for real?! YOU WERE FUCKING VIKINGS FOR FUCKS SAKE. Oh my god.,Non_hope_speech,Non_hope_speech
1612,Amalia Mammadova nah it’s a sin and is truly disgusting,Non_hope_speech,Non_hope_speech
1613,So if only black lives matter,Non_hope_speech,Non_hope_speech
1614,@Molly Cone I also didn't say you should agree with me at any point I just asked questions,Non_hope_speech,Non_hope_speech
1615,Who's butt is that?,Non_hope_speech,Non_hope_speech
1616,Ummm it isn’t legal,Non_hope_speech,Non_hope_speech
1617,A gem question that we all shall take heed to,Non_hope_speech,Non_hope_speech
1618,He was a lovely man.,Non_hope_speech,Non_hope_speech
1619,Professor the police where called on him for a counterfeit 20 dollar bill that turned out to be real. He did serve his time in jail too. They killed him for having a suspected fake bill he should have not been killed for that,Non_hope_speech,Non_hope_speech
1620,@xBrownskinAngelx Enjoy your victim-hood.,Non_hope_speech,Non_hope_speech
1621,Now I know why they had to kill Kobe first,Non_hope_speech,Non_hope_speech
1622,S. Tagerius you think this is barbaric but I bet you support genital mitigation  aka sexual reassignment surgery.,Non_hope_speech,Non_hope_speech
1623,27chan is the best.__...._....._Probably,Non_hope_speech,Non_hope_speech
1624,@Caine McMahon White Man Slavery (Atlantic Slavery) was the worst form of slavery second only to human sacrifices among certain Animist and tribal people of America,Non_hope_speech,Non_hope_speech
1625,women engineers are as competent and in fact,Hope_speech,Hope_speech
1626,Democrats are using black lives matters for their own benefit to get votes and when they're done with that they going to kick you to the curb wake up,Non_hope_speech,Non_hope_speech
1628,S. Tagerius I agree with you,Non_hope_speech,Non_hope_speech
1630,@J.J. i say statues of ALL leftist SJWs MUST come down too.nNow,Non_hope_speech,Non_hope_speech
1631,Democrats would literally say anything for more votes,Non_hope_speech,Non_hope_speech
1632,mortified at Priti Patel‼‼ echos of the colonial Asian which seeps through her DNA i. e. protecting white supremacy at the expense of Black Lives. The statue was ghastly ‼‼ People are still quite angry ... It was always whites at the top,Non_hope_speech,Non_hope_speech
1633,@ImAlfie For future reference it's paid.,Non_hope_speech,Non_hope_speech
1634,Who tf is discriminating against indians,Non_hope_speech,Non_hope_speech
1635,martini just reminded me of him 🤷‍,Non_hope_speech,Non_hope_speech
1636,@Amazing Worenwu I accidentally replied to the original comment,Non_hope_speech,Non_hope_speech
1637,what about justice for george stinny,Non_hope_speech,Non_hope_speech
1639,Not that I'm defending them,Non_hope_speech,Non_hope_speech
1640,I liked these men .. because they smile,Non_hope_speech,Non_hope_speech
1642,Looking back at my childhood,Non_hope_speech,Non_hope_speech
1643,I'm not crying,Non_hope_speech,Non_hope_speech
1645,@Mar Ayres A very sensitive person. Someone who is easily hurt or offended by the statements or actions of others.rnrnThis has nothing to do with politics. Snowflakes can be liberal or conservative. Whether it is a compliment or an insult is a matter of opinion and depends on the context.,Non_hope_speech,Non_hope_speech
1646,The racism to white people for votes disgusting,Non_hope_speech,Non_hope_speech
1647,This was 4 years ago btw,Non_hope_speech,Non_hope_speech
1648,Red Lives Matter!!!,Non_hope_speech,Non_hope_speech
1649,@Dus Bus please name one white male legal privledge. As females are the most privledge legally and socially.,Non_hope_speech,Non_hope_speech
1650,That change is going against God Almighty,Non_hope_speech,Non_hope_speech
1651,With fall of Berlin wall fall communism as well. What I see today is leftie madness.,Non_hope_speech,Non_hope_speech
1652,Why Howard Stern should be fired for wearing Blackface,Non_hope_speech,Non_hope_speech
1653,Here me out; black lives matter. But the statue highlights history,Non_hope_speech,Non_hope_speech
1654,@Username 123 I agree pretty much every event in history ever is morally wrong somewhere,Non_hope_speech,Non_hope_speech
1655,So no other life matters? Just black people matter. Ok yay  that makes me feel good about my lifennnnnnnnI’m white,Non_hope_speech,Non_hope_speech
1656,Did Jesus even write the Bible,Non_hope_speech,Non_hope_speech
1657,That police chief from Milwaukee is wasted in the police. Sounds like a very smart guy,Non_hope_speech,Non_hope_speech
1658,@Jem Wagner are we talking about white Jesus?,Non_hope_speech,Non_hope_speech
1659,The corners of her mouth with bleeding lipstick give my high anxiety!!!! Can her makeup artist stop from happening this!?,Non_hope_speech,Non_hope_speech
1660,You know...in the bible,Non_hope_speech,Non_hope_speech
1661,No they have their own real problems...,Non_hope_speech,Non_hope_speech
1662,Blue Diamond is the Oh Yeah Yeah nOh come ooooooooonnnnnnnn!!,Non_hope_speech,Non_hope_speech
1664,First world problems.,Non_hope_speech,Non_hope_speech
1665,@Fishslap 33 Not collectivism. Just living the socialist idea. nThe right wing is trying to bring down the protest.nGeorge was murdered by the right wing racist system.nBlack lives matter.,Non_hope_speech,Non_hope_speech
1666,Its controversial to say all lives matter because that is not the reality in America and more specific,Non_hope_speech,Non_hope_speech
1667,What's the end result BLM looking for to achieve with all demo around the world? Wheather its short or long term result,Non_hope_speech,Non_hope_speech
1668,The organizers pretty much said we're kidding later that day about the demands..nWe signed it to get them to move.. it doesnt count,Non_hope_speech,Non_hope_speech
1669,@Donquixote Doflamingo I love how you have the audacity to insult my intelligence with the grammar of a first grader. Quite comical.,Non_hope_speech,Non_hope_speech
1670,martini It had to be between 2002 and 2003 my roomate worked for Arianne Phillips at the time she was styling Madonna an J.T.nnI didn't say anything to her except lady's first as her and her friend entered the elevator. nnShe was pleasant while her and her friend carried on a conversation. nnI had one of my freelancers with me,Non_hope_speech,Non_hope_speech
1671,it doesnt matter what people are God taught us to lovennnnnnnnni extremely hate atheists,Non_hope_speech,Non_hope_speech
1672,Classic troll - don't feed this DB,Non_hope_speech,Non_hope_speech
1673,So white lives dont matter??,Non_hope_speech,Non_hope_speech
1674,Black Lives Matter is divisive and singular.  All Lives Matter is all inclusive.  There is no superior race to any other.  If you want to be heard,Non_hope_speech,Non_hope_speech
1675,@Al C You're no different than a complaining man during the women's rights movement.,Non_hope_speech,Non_hope_speech
1676,First Slaves in America's were White British... White Cargo ...,Non_hope_speech,Non_hope_speech
1677,This is absolutely inspiring. I am glad that I chose to pursue Engineering. My passion for Math and Science has always been with me and now I can use my passion and forte to becoming a potential trailblazer,Hope_speech,Hope_speech
1678,Not all christians are like that’s it’s only the mean ones,Non_hope_speech,Non_hope_speech
1679,Bbm add#11 u sound very uneducated. Please read some books or enroll in a school ASAP....,Non_hope_speech,Non_hope_speech
1680,@***** They are Cazadores. You don't see them coming. And sure. One Gauss round,Non_hope_speech,Non_hope_speech
1681,They deleted my comment,Non_hope_speech,Non_hope_speech
1682,You try getting hit with a bible then! He survived very abusive things dipshit!,Non_hope_speech,Non_hope_speech
1683,Y’all who are yelling at the girl who doesn’t agree; she wasn’t disrespectful when she said it,Non_hope_speech,Non_hope_speech
1684,Agus Fiore I bet the communists said that as well,Non_hope_speech,Non_hope_speech
1685,Some of you are toxic as hell. You said she’s this and she’s that even though the whole time she was being really respectful? Then you all go and disrespect her just because she doesn’t accept you. She isn’t causing any harm. Catch a fucking grip and I’m saying this a supporter of the LGBT community,Non_hope_speech,Non_hope_speech
1686,After watching this video,Non_hope_speech,Non_hope_speech
1687,Just because she looks like a lesbian doesn't mean she is one. I'm a girl with short hair and I dress androgynous but I'm not a lesbian soo,Non_hope_speech,Non_hope_speech
1688,ALL THE DISLIKES ARE FROM THE HOMOPHOBIC PEOPLE,Non_hope_speech,Non_hope_speech
1690,Great Message Madge! Where there's life there's hope!,Hope_speech,Hope_speech
1691,Well actually.... he..,Non_hope_speech,Non_hope_speech
1692,@Ivan Majić to madonna and cher only...you know....people that exist,Non_hope_speech,Non_hope_speech
1693,Did you have to call the kid that,Non_hope_speech,Non_hope_speech
1694,They say black lives matter nBut how many of them are for abortion? Margaret Sanger,Non_hope_speech,Non_hope_speech
1695,Its her money,Non_hope_speech,Non_hope_speech
1696,Nathanael Wade Whenever an unarmed African American gets shot by a white police officer,Non_hope_speech,Non_hope_speech
1698,Why Howard Stern should be fired for wearing Blackface,Non_hope_speech,Non_hope_speech
1699,I want to be friends with Crystal.,Non_hope_speech,Non_hope_speech
1700,never mind the statue what about   all the royal familys wealth built upon the slave trade .,Non_hope_speech,Non_hope_speech
1701,Lol me too,Non_hope_speech,Non_hope_speech
1702,@Kurt Sandberg ni dont like BLM but you're supposed to see the name asnBlack Lives Matter ToonnotnBlack Lives Matter MorennI believe the purpose was to fight the racist justice system (if that even exists) but BLM isnt a good movement. at this point it's a terrorist organization,Non_hope_speech,Non_hope_speech
1703,No lives matter. Asteroid come extinct humanity already.,Non_hope_speech,Non_hope_speech
1704,People just stupid thats why,Non_hope_speech,Non_hope_speech
1705,Why its got ti be black.white.or yellow.? nAint we all americans,Non_hope_speech,Non_hope_speech
1706,Native lives did not matter. Look where they are now. The past always repeats itself... scared yet?,Non_hope_speech,Non_hope_speech
1707,Bravo my Brothers and Sisters. !,Non_hope_speech,Non_hope_speech
1708,Interesting considering one of the few places on earth the slave trade is still present today  is AFRICA. So I'm assuming they are all heading there next for Justice??? Might be hard to fart sniff with someone empting an ak47 in your direction though.,Non_hope_speech,Non_hope_speech
1709,This is a great interviewer. She is really calm here which is good but  I hope she is getting enough rest too,Non_hope_speech,Non_hope_speech
1710,Big surprise that the comments are a bunch of dudes with frail egos that don't like listening to women talk about their experiences.,Non_hope_speech,Non_hope_speech
1711,Vlogchannel ..when it comes to racism,Non_hope_speech,Non_hope_speech
1712,That change is going against God Almighty,Non_hope_speech,Non_hope_speech
1713,@kirollos halim it's not that all corruption will be gone then,Non_hope_speech,Non_hope_speech
1714,@TheOneNo20 found the racist.,Non_hope_speech,Non_hope_speech
1715,@Duribethin That's literally the point of black lives matter. It's just that it focuses on racism towards black people. It doesn't mean other lives don't matter or black lives are more important. If you care about stopping racism,Non_hope_speech,Non_hope_speech
1716,That’s disgusting that British authority could have such a statue!. Never knew existed and horrible,Non_hope_speech,Non_hope_speech
1717,rougebaron76 I would love to actually see a huge line of mounted police,Non_hope_speech,Non_hope_speech
1718,@Lguidry930 she's 60yrs old she has to rely on the l.g.b.t. people to sale concert tickets.  That's her game she's doing this 4 her bank account,Non_hope_speech,Non_hope_speech
1719,This notion that Donald Trump doesn't know what he's doing is just not true. He knows exactly what he's doing.,Non_hope_speech,Non_hope_speech
1720,@Wiskers 64 You think I am on either side? L,Non_hope_speech,Non_hope_speech
1721,Sunshine littlephilly you can’t love people and care about their soul if you can’t accept their lifestyle which doesn’t affect you whatsoever. And it’s quite unbelievable that you believe that something like that would send someone to hell.,Non_hope_speech,Non_hope_speech
1722,I always liked Sheriff Clarke .,Non_hope_speech,Non_hope_speech
1723,@alice deesnWhat violent racial episode gave birth to black lives matter?,Non_hope_speech,Non_hope_speech
1724,This is showing up in my feed now,Non_hope_speech,Non_hope_speech
1725,@Stephanie SouthnBLM is a Trojan horse for Marxism and anarchy. I guess the blacks killed in Chicago on the fourth,Non_hope_speech,Non_hope_speech
1726,Police kills everyone. Black people should stop crying.,Non_hope_speech,Non_hope_speech
1727,@Suicide Booth but these idiots miss that out and them that teach miss it out its like reading the bible  millions can read it and all come up with different ideas if how they think it means and if it's wrong this is what happens  when your brainwashed,Non_hope_speech,Non_hope_speech
1728,The democratic strategy,Non_hope_speech,Non_hope_speech
1730,MLK would be so disappointed.n“I still have a dream,Non_hope_speech,Non_hope_speech
1731,LMAO- youve got to be kidding me,Non_hope_speech,Non_hope_speech
1732,my lives is matter,Non_hope_speech,Non_hope_speech
1734,I dont think she believes in surgery. I think she is aging naturally,Non_hope_speech,Non_hope_speech
1735,What’s wrong with not agreeing with homosexuality?,Non_hope_speech,Non_hope_speech
1736,Rick we have a history book on 2020 alone lol,Non_hope_speech,Non_hope_speech
1737,literally one of the most important ever. no one will realize/care till she’s gone and it’s too late. thank u MDNA,Non_hope_speech,Non_hope_speech
1738,13 and 50.,Non_hope_speech,Non_hope_speech
1739,kprpearl they won’t do an interview like that because that scenario doesn’t exist in reality. Please educate yourself with actual science (ie,Non_hope_speech,Non_hope_speech
1740,Next statue Nelson Mandela for burning black people alive....,Non_hope_speech,Non_hope_speech
1741,Here in the UK we are having BLM protests. Orchestrated and supported by the left-wing anti-Brexit BBC and anti-conservative government media.  NOT ONE of the protesters  is in the UK because their ancestors came as slaves. Britain banned slavery....and the Royal Navy intercepted and freed 150,Non_hope_speech,Non_hope_speech
1742,I have seen and read her book,Non_hope_speech,Non_hope_speech
1743,I never  heard such a roundabout discussion nDo black lives matter yes absolutely nDo white lives matter also yesnDo all lives matter of course yesnWhy are these even questions and themes to discuss,Non_hope_speech,Non_hope_speech
1744,All lives matter - John 3,Hope_speech,Hope_speech
1745,God gave us a choice,Non_hope_speech,Non_hope_speech
1747,It is strange to hear about it. I am from Russia and my grandmothers are engineers,Hope_speech,Hope_speech
1748,Amazing talk! As a female engineer I know exactly what you mean and I've struggled throughout that process as well!,Hope_speech,Hope_speech
1749,ship em back to africa baby,Non_hope_speech,Non_hope_speech
1750,What about the Wight people being raped as well we should have rights to,Non_hope_speech,Non_hope_speech
1752,All lives do matter not just black or white,Hope_speech,Hope_speech
1753,NOTHING the mentioned was sexism. having a conversation and explaining people's conception ISN'T SEXISM. sexism is you're not hired,Non_hope_speech,Non_hope_speech
1754,All using for political gain how disgusting .Using BLM as it was a game. A piece of meat.,Non_hope_speech,Non_hope_speech
1756,Think about it like this,Non_hope_speech,Non_hope_speech
1757,The thing that I don't understand is why is there even a need to say that all lives matter? And what's ironic is the ones who preaches that saying support capital punishment. This is not an argument for CP but just pointing out the fact that in many cases,Non_hope_speech,Non_hope_speech
1758,Do the lives of undocumented immigrants matter?  Do the lives of the homeless matter?  What about the people not serving in the military but are being killed by military weapons (I mean hunting rifles),Non_hope_speech,Non_hope_speech
1759,So i guess that means white lives DONT matter nor do “brown” or “yellow” lives i guess. Only black lives,Non_hope_speech,Non_hope_speech
1760,@skippy uber Why do you you choose that?,Non_hope_speech,Non_hope_speech
1761,She's done whatever gains her the most publicity. You people are sheep.,Non_hope_speech,Non_hope_speech
1762,This guy seems really nice,Non_hope_speech,Non_hope_speech
1765,Sheriff Clarke is awesome!  I really like how he recently smacked down Don Lemon on these same issues.,Non_hope_speech,Non_hope_speech
1766,@Korlover queen thank you,Non_hope_speech,Non_hope_speech
1767,I hope they will stop the protestingnnWe will never stop protesting!!!nCovid-19,Non_hope_speech,Non_hope_speech
1768,Introducing a real OG Sheriff Clark ladies and gentleman!,Non_hope_speech,Non_hope_speech
1769,Why u people distroying ur own country  in the ne of Black life matter....,Non_hope_speech,Non_hope_speech
1770,@Dangus I'd like to share with you a piece of my life,Non_hope_speech,Non_hope_speech
1771,Marvin Rees Mayor for past 4 years and kept blind while passing by the statue.,Non_hope_speech,Non_hope_speech
1772,That little girl in the jeans is so precious omg!,Non_hope_speech,Non_hope_speech
1773,what a fucking stupid video. unsubbed and disliked,Non_hope_speech,Non_hope_speech
1774,The sheriff should run for president,Non_hope_speech,Non_hope_speech
1775,I think it depends on your family and country in some cases,Non_hope_speech,Non_hope_speech
1776,Just a Innocent black bean someone’s not very bright,Non_hope_speech,Non_hope_speech
1777,This behaviour does nothing for the cause!,Non_hope_speech,Non_hope_speech
1778,Crystal is smarter than me.,Non_hope_speech,Non_hope_speech
1779,black people only care about themselves and they will tell you that to your face . the fact that white people help them is crazy to me,Non_hope_speech,Non_hope_speech
1780,It is in some states,Non_hope_speech,Non_hope_speech
1781,Obviously black life's matter is a stupid slogan seperating black people from everyone else,Non_hope_speech,Non_hope_speech
1782,S. Tagerius it’s standard practice here in Russia but it sterrible,Non_hope_speech,Non_hope_speech
1783,@amsr maskoo exactly all lives matter is a protest to the black lives matters protest when they're just saying they deserve just as much the other races.,Non_hope_speech,Non_hope_speech
1784,Victor Hugo you can say it but it’s already justified. That’s the problem,Non_hope_speech,Non_hope_speech
1785,That's because she's deeper in the closet than an old yearbook.,Non_hope_speech,Non_hope_speech
1787,I see so much hate in her eyes,Non_hope_speech,Non_hope_speech
1788,Thanks for being there when no one else  was!!!,Hope_speech,Hope_speech
1789,I just thought the same thing!,Non_hope_speech,Non_hope_speech
1790,The most memorable thing is this video...,Non_hope_speech,Non_hope_speech
1791,This will forever be my favorite TED talk...,Non_hope_speech,Non_hope_speech
1792,Her lipstick is becoming mushy,Non_hope_speech,Non_hope_speech
1793,All lives matter.The BLM is a leftist,Non_hope_speech,Non_hope_speech
1794,@TheBlackScrunchie I agree an understand with SOME of what you're saying,Non_hope_speech,Non_hope_speech
1795,Brutal but its the only way,Non_hope_speech,Non_hope_speech
1796,@xBrownskinAngelx Thank you for reply. But don't deny that all lives do matter. I don't deny that blm. You made your movement but why can't others make their own movement? Just don't get offended by alm. That's my point,Non_hope_speech,Non_hope_speech
1797,This is the reason I will always stan for Madonna.,Non_hope_speech,Non_hope_speech
1798,Pareeti Patel who thinks she's white! lol,Non_hope_speech,Non_hope_speech
1799,Great video. Loved how the editing showed the global impact of this movement and highlights the strength of the community.,Non_hope_speech,Non_hope_speech
1800,That would just be nUhhnpure mean,Non_hope_speech,Non_hope_speech
1801,james bolem nope we know what we’re protesting for,Non_hope_speech,Non_hope_speech
1803,@Jessica Walker you can believe whatever nonsense you want. Just don't tell me about it and keep it far away from me.,Non_hope_speech,Non_hope_speech
1804,This what all these left communists Democrats what. Including the clintons,Non_hope_speech,Non_hope_speech
1805,they're both right and they're wrong.,Non_hope_speech,Non_hope_speech
1806,+B Scott nAnd this is what democrats mean when they say republicans are ignorant,Non_hope_speech,Non_hope_speech
1807,What about the little black girl that got shot at the Galleria and Hoover Alabama.? Did her life matter? There was no protest and nothing was said. It truly hurt my heart. God's love,Non_hope_speech,Non_hope_speech
1808,This country needs more police chiefs like him,Non_hope_speech,Non_hope_speech
1809,Fucking clowns no wonder the USA is fucked,Non_hope_speech,Non_hope_speech
1811,Jon Coen she’s one of the best selling artists if you wanna talk about sales,Non_hope_speech,Non_hope_speech
1812,God gave us a choice and my choice is to love,Hope_speech,Hope_speech
1813,No we're just not gonna listen to bullshit nor encourage its growth.,Non_hope_speech,Non_hope_speech
1815,Hey TJ....most people shot in Toronto are young Blacks by other young Blacks that involved in drugs,Non_hope_speech,Non_hope_speech
1816,Madonna is so awesome!,Non_hope_speech,Non_hope_speech
1818,Finally our history is out of the shadows. Black lives does matter.,Non_hope_speech,Non_hope_speech
1819,Black lives don’t matter any more than brown lives or white lives. George Floyd should not have dies as he did however bad he was but it has nothing to do with his race.,Non_hope_speech,Non_hope_speech
1820,ALL LIVES MATTER.  THAT'S IT . ALL LIVES MATTER.,Hope_speech,Hope_speech
1821,BLM is a Trojan horse for Marxism,Non_hope_speech,Non_hope_speech
1822,​@Gaz B Point me to a right wing and I'll vote for it.,Non_hope_speech,Non_hope_speech
1823,Never give in to the demands of madmen and terrorists. You give them an inch today and they'll EXPECT a mile tomorrow.,Non_hope_speech,Non_hope_speech
1824,Glad he is not there anymorenDavid  Clarke,Non_hope_speech,Non_hope_speech
1825,I think it's funny most comments actually DO NOT respond to the claims or situation that these interviewers were facing. People describing a situation they facing,Non_hope_speech,Non_hope_speech
1826,they're imitating their so-called leader,Non_hope_speech,Non_hope_speech
1827,how is it funny,Non_hope_speech,Non_hope_speech
1828,@fpetes No no he's right,Non_hope_speech,Non_hope_speech
1830,The police have become a  big embarrassment by kneeling before these people! They acknowledge these people as they broke the law of a illegal gathering that will endanger the whole population regarding the plague given to us by the Chinese!!,Non_hope_speech,Non_hope_speech
1832,All lives matter stop keeping racism alive,Hope_speech,Hope_speech
1833,The things that she has done are magnificent.She has personally flewn to Mexico to buy her friend some medicine for AIDS.This is not your everyday type of woman.Shes so intelligent too.I don’t think she’s appreciated enough.,Hope_speech,Hope_speech
1834,@Joshua Fernandes They're all in surgical masks. If they've forgotten how bad it is or don't care its one hell of a coincidence they all dressed the same this morning.,Non_hope_speech,Non_hope_speech
1835,Slavery ended over a hundred years ago thanks to a white man which happened to be president of the United States Mister Lincoln blah blah blah Eddie Howe I'm starting to feel discriminated against because I'm not black !,Non_hope_speech,Non_hope_speech
1836,Honestly your stupid for saying that,Non_hope_speech,Non_hope_speech
1837,i dont agree with homosexuality okay and i dont agree with the price of jeans????? wtf,Non_hope_speech,Non_hope_speech
1838,@Lilyx  I don't support monarchy. Why some people are corporeally deemed ceremonial state leaders without election?,Non_hope_speech,Non_hope_speech
1839,No straight girl sits like that,Non_hope_speech,Non_hope_speech
1840,The only thing that matter’s is excepting Jesus and nothing else matters,Non_hope_speech,Non_hope_speech
1841,Why “survivor” there was no threat of dying,Non_hope_speech,Non_hope_speech
1842,America needs President Clarke.,Non_hope_speech,Non_hope_speech
1843,The more I learn about the USA,Non_hope_speech,Non_hope_speech
